"","siteId","ecoCode","ecoName"
"6045",21775,"19","Wasatch and Uinta Mountains"
"6046",7112,"19","Wasatch and Uinta Mountains"
"6047",7111,"19","Wasatch and Uinta Mountains"
"6048",7110,"20","Colorado Plateaus"
"6049",5388,"19","Wasatch and Uinta Mountains"
"6051",10215,"19","Wasatch and Uinta Mountains"
"6052",10216,"20","Colorado Plateaus"
"6053",10217,"20","Colorado Plateaus"
"6054",34075,"19","Wasatch and Uinta Mountains"
"6055",10218,"20","Colorado Plateaus"
"6056",10219,"20","Colorado Plateaus"
"6057",34055,"20","Colorado Plateaus"
"6058",19205,"20","Colorado Plateaus"
"6060",19209,"20","Colorado Plateaus"
"6061",19235,"20","Colorado Plateaus"
"6062",19237,"20","Colorado Plateaus"
"6063",19244,"20","Colorado Plateaus"
"6064",19250,"20","Colorado Plateaus"
"6065",19253,"20","Colorado Plateaus"
"6066",19254,"20","Colorado Plateaus"
"6067",19255,"20","Colorado Plateaus"
"6068",19256,"20","Colorado Plateaus"
"6069",19257,"20","Colorado Plateaus"
"6070",19258,"20","Colorado Plateaus"
"6071",19259,"20","Colorado Plateaus"
"6072",19283,"20","Colorado Plateaus"
"6074",19284,"20","Colorado Plateaus"
"6075",26390,"20","Colorado Plateaus"
"6076",26392,"20","Colorado Plateaus"
"6078",26414,"20","Colorado Plateaus"
"6079",26415,"20","Colorado Plateaus"
"6080",26416,"20","Colorado Plateaus"
"6081",26417,"20","Colorado Plateaus"
"6082",26418,"20","Colorado Plateaus"
"6083",26423,"18","Wyoming Basin"
"6084",26425,"19","Wasatch and Uinta Mountains"
"6086",26426,"18","Wyoming Basin"
"6088",22488,"13","Central Basin and Range"
"6089",22495,"13","Central Basin and Range"
"6090",22497,"13","Central Basin and Range"
"6091",22498,"13","Central Basin and Range"
"6092",9426,"13","Central Basin and Range"
"6094",9427,"13","Central Basin and Range"
"6095",9435,"13","Central Basin and Range"
"6096",9456,"13","Central Basin and Range"
"6097",9457,"13","Central Basin and Range"
"6098",9458,"13","Central Basin and Range"
"6099",21798,"18","Wyoming Basin"
"6100",21799,"80","Northern Basin and Range"
"6101",21800,"19","Wasatch and Uinta Mountains"
"6102",21803,"19","Wasatch and Uinta Mountains"
"6103",21812,"80","Northern Basin and Range"
"6104",21813,"80","Northern Basin and Range"
"6105",21814,"80","Northern Basin and Range"
"6106",21815,"13","Central Basin and Range"
"6107",21816,"19","Wasatch and Uinta Mountains"
"6108",21817,"19","Wasatch and Uinta Mountains"
"6109",21818,"18","Wyoming Basin"
"6110",21819,"18","Wyoming Basin"
"6115",28416,"18","Wyoming Basin"
"6116",28419,"18","Wyoming Basin"
"6117",28424,"18","Wyoming Basin"
"6124",34080,"20","Colorado Plateaus"
"6125",8028,"20","Colorado Plateaus"
"6126",8030,"20","Colorado Plateaus"
"6127",34079,"20","Colorado Plateaus"
"6129",8032,"20","Colorado Plateaus"
"6130",34077,"20","Colorado Plateaus"
"6132",12198,"20","Colorado Plateaus"
"6133",12199,"20","Colorado Plateaus"
"6134",12201,"20","Colorado Plateaus"
"6135",12203,"20","Colorado Plateaus"
"6137",12215,"20","Colorado Plateaus"
"6138",12216,"20","Colorado Plateaus"
"6139",12217,"20","Colorado Plateaus"
"6140",12221,"20","Colorado Plateaus"
"6141",34057,"20","Colorado Plateaus"
"6142",12223,"20","Colorado Plateaus"
"6143",12225,"20","Colorado Plateaus"
"6144",12232,"20","Colorado Plateaus"
"6145",12233,"20","Colorado Plateaus"
"6146",13353,"20","Colorado Plateaus"
"6147",13354,"20","Colorado Plateaus"
"6149",13357,"20","Colorado Plateaus"
"6150",13358,"20","Colorado Plateaus"
"6151",13372,"21","Southern Rockies"
"6152",13373,"20","Colorado Plateaus"
"6154",13374,"20","Colorado Plateaus"
"6163",9731,"20","Colorado Plateaus"
"6167",10213,"20","Colorado Plateaus"
"6168",34045,"13","Central Basin and Range"
"6170",34050,"18","Wyoming Basin"
"6174",28407,"13","Central Basin and Range"
"6176",28409,"13","Central Basin and Range"
"6177",28410,"13","Central Basin and Range"
"6178",22496,"13","Central Basin and Range"
"6179",28411,"13","Central Basin and Range"
"6180",34087,"13","Central Basin and Range"
"6181",28412,"18","Wyoming Basin"
"6182",28413,"18","Wyoming Basin"
"6183",28414,"18","Wyoming Basin"
"6184",28415,"19","Wasatch and Uinta Mountains"
"6185",3784,"19","Wasatch and Uinta Mountains"
"6186",12494,"19","Wasatch and Uinta Mountains"
"6187",6777,"19","Wasatch and Uinta Mountains"
"6188",26450,"19","Wasatch and Uinta Mountains"
"6189",12691,"19","Wasatch and Uinta Mountains"
"6190",3785,"19","Wasatch and Uinta Mountains"
"6191",22633,"19","Wasatch and Uinta Mountains"
"6211",8428,"13","Central Basin and Range"
"6212",11640,"13","Central Basin and Range"
"6213",11844,"13","Central Basin and Range"
"6214",11843,"13","Central Basin and Range"
"6215",11845,"13","Central Basin and Range"
"6216",28433,"13","Central Basin and Range"
"6217",14578,"13","Central Basin and Range"
"6222",843,"19","Wasatch and Uinta Mountains"
"6223",1708,"19","Wasatch and Uinta Mountains"
"6224",2654,"19","Wasatch and Uinta Mountains"
"6278",20288,"19","Wasatch and Uinta Mountains"
"6280",20287,"19","Wasatch and Uinta Mountains"
"6282",20308,"19","Wasatch and Uinta Mountains"
"6284",20309,"19","Wasatch and Uinta Mountains"
"6285",10082,"20","Colorado Plateaus"
"6290",10097,"20","Colorado Plateaus"
"6298",19806,"20","Colorado Plateaus"
"6299",19805,"20","Colorado Plateaus"
"6300",19804,"20","Colorado Plateaus"
"6322",3479,"19","Wasatch and Uinta Mountains"
"6326",3491,"19","Wasatch and Uinta Mountains"
"6330",3475,"19","Wasatch and Uinta Mountains"
"6332",3502,"19","Wasatch and Uinta Mountains"
"6334",8029,"20","Colorado Plateaus"
"6335",8031,"20","Colorado Plateaus"
"6336",8034,"20","Colorado Plateaus"
"6337",8035,"20","Colorado Plateaus"
"6339",12202,"20","Colorado Plateaus"
"6340",12205,"20","Colorado Plateaus"
"6341",12218,"20","Colorado Plateaus"
"6342",12219,"20","Colorado Plateaus"
"6343",12220,"20","Colorado Plateaus"
"6344",12222,"20","Colorado Plateaus"
"6345",12224,"20","Colorado Plateaus"
"6346",12229,"20","Colorado Plateaus"
"6347",12230,"20","Colorado Plateaus"
"6348",12234,"20","Colorado Plateaus"
"6349",12235,"20","Colorado Plateaus"
"6350",12236,"20","Colorado Plateaus"
"6351",12237,"20","Colorado Plateaus"
"6352",13355,"20","Colorado Plateaus"
"6353",34089,"20","Colorado Plateaus"
"6354",13359,"20","Colorado Plateaus"
"6355",13363,"20","Colorado Plateaus"
"6356",13367,"20","Colorado Plateaus"
"6357",13368,"20","Colorado Plateaus"
"6358",13369,"20","Colorado Plateaus"
"6359",13376,"20","Colorado Plateaus"
"6360",13377,"20","Colorado Plateaus"
"6362",10214,"18","Wyoming Basin"
"6363",10441,"20","Colorado Plateaus"
"6364",10442,"20","Colorado Plateaus"
"6365",10443,"20","Colorado Plateaus"
"6366",10444,"20","Colorado Plateaus"
"6367",10445,"20","Colorado Plateaus"
"6368",10446,"20","Colorado Plateaus"
"6369",10447,"20","Colorado Plateaus"
"6370",10448,"20","Colorado Plateaus"
"6371",10449,"20","Colorado Plateaus"
"6372",10450,"20","Colorado Plateaus"
"6375",22489,"13","Central Basin and Range"
"6382",28423,"80","Northern Basin and Range"
"6384",28427,"80","Northern Basin and Range"
"6385",28428,"80","Northern Basin and Range"
"6386",28429,"19","Wasatch and Uinta Mountains"
"6393",10121,"20","Colorado Plateaus"
"6432",12063,"20","Colorado Plateaus"
"6437",26465,"20","Colorado Plateaus"
"6438",26466,"20","Colorado Plateaus"
"6439",26467,"20","Colorado Plateaus"
"6441",26464,"20","Colorado Plateaus"
"6456",26468,"20","Colorado Plateaus"
"6457",13893,"20","Colorado Plateaus"
"6468",13662,"20","Colorado Plateaus"
"6484",8500,"19","Wasatch and Uinta Mountains"
"6493",4633,"19","Wasatch and Uinta Mountains"
"6496",4617,"19","Wasatch and Uinta Mountains"
"6499",4616,"19","Wasatch and Uinta Mountains"
"6517",2813,"13","Central Basin and Range"
"6518",2809,"13","Central Basin and Range"
"6519",2808,"13","Central Basin and Range"
"6520",2810,"13","Central Basin and Range"
"6521",11508,"13","Central Basin and Range"
"6522",2812,"13","Central Basin and Range"
"6523",2807,"13","Central Basin and Range"
"6524",3362,"20","Colorado Plateaus"
"6525",12226,"20","Colorado Plateaus"
"6526",12227,"20","Colorado Plateaus"
"6527",12238,"20","Colorado Plateaus"
"6528",12239,"20","Colorado Plateaus"
"6529",13360,"20","Colorado Plateaus"
"6530",13361,"20","Colorado Plateaus"
"6531",13364,"20","Colorado Plateaus"
"6532",13378,"20","Colorado Plateaus"
"6533",13388,"20","Colorado Plateaus"
"6534",34090,"20","Colorado Plateaus"
"6536",13304,"19","Wasatch and Uinta Mountains"
"6538",12200,"20","Colorado Plateaus"
"6539",12204,"20","Colorado Plateaus"
"6540",12206,"20","Colorado Plateaus"
"6541",12207,"20","Colorado Plateaus"
"6542",12208,"20","Colorado Plateaus"
"6543",12228,"20","Colorado Plateaus"
"6544",12231,"20","Colorado Plateaus"
"6545",13375,"20","Colorado Plateaus"
"6547",13362,"20","Colorado Plateaus"
"6548",5942,"13","Central Basin and Range"
"6549",5943,"13","Central Basin and Range"
"6550",11182,"20","Colorado Plateaus"
"6551",11185,"20","Colorado Plateaus"
"6552",20043,"20","Colorado Plateaus"
"6553",20044,"20","Colorado Plateaus"
"6554",20063,"20","Colorado Plateaus"
"6555",20064,"19","Wasatch and Uinta Mountains"
"6556",20846,"13","Central Basin and Range"
"6557",20847,"20","Colorado Plateaus"
"6558",20851,"20","Colorado Plateaus"
"6559",20984,"13","Central Basin and Range"
"6560",5929,"19","Wasatch and Uinta Mountains"
"6561",5941,"19","Wasatch and Uinta Mountains"
"6562",11169,"20","Colorado Plateaus"
"6563",20048,"13","Central Basin and Range"
"6564",20980,"14","Mojave Basin and Range"
"6565",5926,"13","Central Basin and Range"
"6566",31098,"19","Wasatch and Uinta Mountains"
"6568",20059,"19","Wasatch and Uinta Mountains"
"6569",13370,"20","Colorado Plateaus"
"6570",13371,"20","Colorado Plateaus"
"6571",13387,"20","Colorado Plateaus"
"6577",28417,"80","Northern Basin and Range"
"6579",28418,"13","Central Basin and Range"
"6581",28420,"13","Central Basin and Range"
"6582",28421,"80","Northern Basin and Range"
"6583",28422,"80","Northern Basin and Range"
"6584",28426,"18","Wyoming Basin"
"6586",28430,"13","Central Basin and Range"
"6587",28431,"80","Northern Basin and Range"
"6588",28432,"80","Northern Basin and Range"
"6589",28425,"13","Central Basin and Range"
"6591",5927,"19","Wasatch and Uinta Mountains"
"6592",5928,"19","Wasatch and Uinta Mountains"
"6593",5948,"13","Central Basin and Range"
"6594",11168,"20","Colorado Plateaus"
"6595",34088,"20","Colorado Plateaus"
"6596",11170,"20","Colorado Plateaus"
"6597",11173,"20","Colorado Plateaus"
"6598",11180,"19","Wasatch and Uinta Mountains"
"6599",11181,"19","Wasatch and Uinta Mountains"
"6600",11183,"20","Colorado Plateaus"
"6601",20049,"20","Colorado Plateaus"
"6602",20050,"20","Colorado Plateaus"
"6603",20058,"20","Colorado Plateaus"
"6604",20061,"19","Wasatch and Uinta Mountains"
"6605",20062,"19","Wasatch and Uinta Mountains"
"6606",20066,"20","Colorado Plateaus"
"6607",20067,"19","Wasatch and Uinta Mountains"
"6608",20068,"20","Colorado Plateaus"
"6609",20069,"20","Colorado Plateaus"
"6610",20852,"13","Central Basin and Range"
"6611",20853,"13","Central Basin and Range"
"6612",20855,"13","Central Basin and Range"
"6613",20983,"20","Colorado Plateaus"
"6614",20985,"20","Colorado Plateaus"
"6615",30527,"20","Colorado Plateaus"
"6616",30528,"20","Colorado Plateaus"
"6617",12240,"20","Colorado Plateaus"
"6642",5949,"19","Wasatch and Uinta Mountains"
"6643",5951,"19","Wasatch and Uinta Mountains"
"6650",4615,"19","Wasatch and Uinta Mountains"
"6662",8503,"19","Wasatch and Uinta Mountains"
"6665",8550,"19","Wasatch and Uinta Mountains"
"6668",29638,"19","Wasatch and Uinta Mountains"
"6671",29648,"19","Wasatch and Uinta Mountains"
"6674",5930,"19","Wasatch and Uinta Mountains"
"6675",5931,"19","Wasatch and Uinta Mountains"
"6676",5932,"19","Wasatch and Uinta Mountains"
"6677",5939,"13","Central Basin and Range"
"6678",5944,"19","Wasatch and Uinta Mountains"
"6679",5945,"19","Wasatch and Uinta Mountains"
"6680",5946,"13","Central Basin and Range"
"6681",5947,"19","Wasatch and Uinta Mountains"
"6682",5950,"13","Central Basin and Range"
"6685",9459,"13","Central Basin and Range"
"6686",9460,"13","Central Basin and Range"
"6691",10422,"20","Colorado Plateaus"
"6693",11171,"19","Wasatch and Uinta Mountains"
"6694",11172,"20","Colorado Plateaus"
"6695",11184,"20","Colorado Plateaus"
"6696",12241,"20","Colorado Plateaus"
"6697",12242,"20","Colorado Plateaus"
"6698",12244,"20","Colorado Plateaus"
"6699",12245,"20","Colorado Plateaus"
"6700",12246,"20","Colorado Plateaus"
"6701",12248,"20","Colorado Plateaus"
"6702",12249,"20","Colorado Plateaus"
"6703",12250,"20","Colorado Plateaus"
"6704",12251,"20","Colorado Plateaus"
"6705",12252,"20","Colorado Plateaus"
"6706",12253,"20","Colorado Plateaus"
"6707",12254,"20","Colorado Plateaus"
"6708",13356,"20","Colorado Plateaus"
"6709",13389,"20","Colorado Plateaus"
"6710",13390,"20","Colorado Plateaus"
"6711",13391,"20","Colorado Plateaus"
"6712",13392,"20","Colorado Plateaus"
"6713",13393,"20","Colorado Plateaus"
"6714",13394,"20","Colorado Plateaus"
"6715",13395,"20","Colorado Plateaus"
"6716",13396,"20","Colorado Plateaus"
"6717",19290,"20","Colorado Plateaus"
"6718",20045,"20","Colorado Plateaus"
"6719",20046,"20","Colorado Plateaus"
"6720",20047,"19","Wasatch and Uinta Mountains"
"6721",20060,"20","Colorado Plateaus"
"6722",20065,"19","Wasatch and Uinta Mountains"
"6724",20848,"13","Central Basin and Range"
"6725",20849,"20","Colorado Plateaus"
"6726",20850,"20","Colorado Plateaus"
"6727",20854,"20","Colorado Plateaus"
"6728",20856,"13","Central Basin and Range"
"6729",20857,"13","Central Basin and Range"
"6730",20981,"14","Mojave Basin and Range"
"6731",20982,"14","Mojave Basin and Range"
"6732",20986,"20","Colorado Plateaus"
"6733",20987,"13","Central Basin and Range"
"6734",20988,"14","Mojave Basin and Range"
"6735",20989,"14","Mojave Basin and Range"
"6739",21811,"18","Wyoming Basin"
"6741",22499,"13","Central Basin and Range"
"6743",28408,"80","Northern Basin and Range"
"6757",30577,"20","Colorado Plateaus"
"6760",12243,"20","Colorado Plateaus"
"6761",12247,"20","Colorado Plateaus"
"6762",11965,"13","Central Basin and Range"
"6763",11966,"13","Central Basin and Range"
"6765",11968,"13","Central Basin and Range"
"6766",11969,"13","Central Basin and Range"
"6767",11970,"13","Central Basin and Range"
"6768",11964,"19","Wasatch and Uinta Mountains"
"6769",7170,"13","Central Basin and Range"
"6770",7172,"13","Central Basin and Range"
"6771",7173,"13","Central Basin and Range"
"6772",7174,"13","Central Basin and Range"
"6773",7175,"13","Central Basin and Range"
"6774",7176,"13","Central Basin and Range"
"6775",7177,"13","Central Basin and Range"
"6776",7178,"13","Central Basin and Range"
"6777",7179,"13","Central Basin and Range"
"6778",7171,"13","Central Basin and Range"
"6779",11967,"13","Central Basin and Range"
"6806",2773,"19","Wasatch and Uinta Mountains"
"6807",3385,"80","Northern Basin and Range"
"6811",3178,"19","Wasatch and Uinta Mountains"
"6818",3534,"19","Wasatch and Uinta Mountains"
"6823",3179,"19","Wasatch and Uinta Mountains"
"6824",3536,"19","Wasatch and Uinta Mountains"
"6825",3020,"20","Colorado Plateaus"
"6826",3054,"19","Wasatch and Uinta Mountains"
"6827",3057,"20","Colorado Plateaus"
"6828",3028,"19","Wasatch and Uinta Mountains"
"6829",2774,"19","Wasatch and Uinta Mountains"
"6830",2775,"19","Wasatch and Uinta Mountains"
"6831",3021,"19","Wasatch and Uinta Mountains"
"6833",3180,"19","Wasatch and Uinta Mountains"
"6835",3318,"20","Colorado Plateaus"
"6836",3030,"19","Wasatch and Uinta Mountains"
"6837",3032,"19","Wasatch and Uinta Mountains"
"6838",3033,"19","Wasatch and Uinta Mountains"
"6839",3320,"21","Southern Rockies"
"6844",3322,"20","Colorado Plateaus"
"6845",3323,"20","Colorado Plateaus"
"6846",3325,"20","Colorado Plateaus"
"6848",3181,"19","Wasatch and Uinta Mountains"
"6849",3683,"13","Central Basin and Range"
"6850",3684,"13","Central Basin and Range"
"6851",3685,"13","Central Basin and Range"
"6852",3686,"13","Central Basin and Range"
"6853",3687,"13","Central Basin and Range"
"6854",3688,"13","Central Basin and Range"
"6855",3689,"13","Central Basin and Range"
"6856",3690,"13","Central Basin and Range"
"6857",3691,"13","Central Basin and Range"
"6858",3692,"13","Central Basin and Range"
"6859",3693,"13","Central Basin and Range"
"6860",3694,"13","Central Basin and Range"
"6861",3695,"13","Central Basin and Range"
"6862",3696,"13","Central Basin and Range"
"6863",3697,"13","Central Basin and Range"
"6864",3698,"13","Central Basin and Range"
"6865",3699,"13","Central Basin and Range"
"6889",11645,"19","Wasatch and Uinta Mountains"
"6890",11646,"19","Wasatch and Uinta Mountains"
"6891",10094,"20","Colorado Plateaus"
"6898",31247,"19","Wasatch and Uinta Mountains"
"6905",11976,"19","Wasatch and Uinta Mountains"
"6967",31343,"20","Colorado Plateaus"
"6968",31342,"20","Colorado Plateaus"
"6972",31292,"14","Mojave Basin and Range"
"6974",31250,"20","Colorado Plateaus"
"6975",31248,"20","Colorado Plateaus"
"6976",31253,"20","Colorado Plateaus"
"6977",31254,"19","Wasatch and Uinta Mountains"
"6978",31256,"19","Wasatch and Uinta Mountains"
"6979",31257,"19","Wasatch and Uinta Mountains"
"6980",31255,"19","Wasatch and Uinta Mountains"
"6981",31264,"19","Wasatch and Uinta Mountains"
"6982",31249,"19","Wasatch and Uinta Mountains"
"6983",31259,"19","Wasatch and Uinta Mountains"
"6984",31260,"19","Wasatch and Uinta Mountains"
"6985",31263,"19","Wasatch and Uinta Mountains"
"6986",31262,"19","Wasatch and Uinta Mountains"
"6987",31093,"20","Colorado Plateaus"
"6989",31251,"19","Wasatch and Uinta Mountains"
"6990",31261,"19","Wasatch and Uinta Mountains"
"6992",31135,"20","Colorado Plateaus"
"6993",31152,"20","Colorado Plateaus"
"6994",31156,"20","Colorado Plateaus"
"6995",31157,"19","Wasatch and Uinta Mountains"
"6996",31158,"19","Wasatch and Uinta Mountains"
"6997",31258,"19","Wasatch and Uinta Mountains"
"7004",31155,"20","Colorado Plateaus"
"7005",31153,"20","Colorado Plateaus"
"7006",31154,"20","Colorado Plateaus"
"7008",31134,"20","Colorado Plateaus"
"7009",31252,"20","Colorado Plateaus"
"7010",31314,"13","Central Basin and Range"
"7014",31310,"80","Northern Basin and Range"
"7024",31311,"80","Northern Basin and Range"
"7033",31212,"20","Colorado Plateaus"
"7035",31132,"20","Colorado Plateaus"
"7036",31133,"20","Colorado Plateaus"
"7037",31178,"19","Wasatch and Uinta Mountains"
"7038",31179,"19","Wasatch and Uinta Mountains"
"7040",11639,"19","Wasatch and Uinta Mountains"
"7042",31125,"20","Colorado Plateaus"
"7047",33509,"13","Central Basin and Range"
"7048",33553,"14","Mojave Basin and Range"
"7058",33623,"19","Wasatch and Uinta Mountains"
"7059",33624,"13","Central Basin and Range"
"7061",33625,"19","Wasatch and Uinta Mountains"
"7066",33626,"20","Colorado Plateaus"
"7069",33627,"20","Colorado Plateaus"
"7071",33628,"18","Wyoming Basin"
"7072",33629,"20","Colorado Plateaus"
"7073",33630,"80","Northern Basin and Range"
"7074",33631,"21","Southern Rockies"
"7075",33632,"20","Colorado Plateaus"
"7076",33633,"19","Wasatch and Uinta Mountains"
"7077",33634,"19","Wasatch and Uinta Mountains"
"7078",33635,"19","Wasatch and Uinta Mountains"
"7080",33636,"19","Wasatch and Uinta Mountains"
"7081",33637,"19","Wasatch and Uinta Mountains"
"7082",33638,"19","Wasatch and Uinta Mountains"
"7083",33639,"19","Wasatch and Uinta Mountains"
"7086",33640,"19","Wasatch and Uinta Mountains"
"7087",33641,"19","Wasatch and Uinta Mountains"
"7092",33642,"18","Wyoming Basin"
"7093",33643,"19","Wasatch and Uinta Mountains"
"7094",33644,"18","Wyoming Basin"
"7095",33645,"18","Wyoming Basin"
"7096",33646,"18","Wyoming Basin"
"7097",33647,"18","Wyoming Basin"
"7098",33648,"19","Wasatch and Uinta Mountains"
"7099",33649,"19","Wasatch and Uinta Mountains"
"7100",33650,"18","Wyoming Basin"
"7101",33651,"18","Wyoming Basin"
"7102",33652,"18","Wyoming Basin"
"7103",33653,"19","Wasatch and Uinta Mountains"
"7104",33654,"18","Wyoming Basin"
"7105",33655,"18","Wyoming Basin"
"7106",33656,"18","Wyoming Basin"
"7128",40693,"20","Colorado Plateaus"
"7148",42800,"19","Wasatch and Uinta Mountains"
"7149",42801,"19","Wasatch and Uinta Mountains"
"7150",42803,"19","Wasatch and Uinta Mountains"
"7151",42804,"19","Wasatch and Uinta Mountains"
"7152",2969,"19","Wasatch and Uinta Mountains"
"7157",24717,"19","Wasatch and Uinta Mountains"
"7159",42811,"19","Wasatch and Uinta Mountains"
"7160",42812,"19","Wasatch and Uinta Mountains"
"7161",42813,"19","Wasatch and Uinta Mountains"
"7163",42815,"19","Wasatch and Uinta Mountains"
"7164",42817,"19","Wasatch and Uinta Mountains"
"7165",42819,"19","Wasatch and Uinta Mountains"
"7167",2951,"19","Wasatch and Uinta Mountains"
"7168",2950,"19","Wasatch and Uinta Mountains"
"7169",42820,"19","Wasatch and Uinta Mountains"
"7170",2966,"19","Wasatch and Uinta Mountains"
"7171",3610,"19","Wasatch and Uinta Mountains"
"7172",42821,"19","Wasatch and Uinta Mountains"
"7173",42823,"19","Wasatch and Uinta Mountains"
"7174",42824,"20","Colorado Plateaus"
"7178",43079,"20","Colorado Plateaus"
"7184",43080,"20","Colorado Plateaus"
"7187",43081,"13","Central Basin and Range"
"7188",43082,"20","Colorado Plateaus"
"7190",43083,"20","Colorado Plateaus"
"7194",43084,"20","Colorado Plateaus"
"7197",43085,"20","Colorado Plateaus"
"7199",43086,"20","Colorado Plateaus"
"7203",43087,"20","Colorado Plateaus"
"7204",43088,"20","Colorado Plateaus"
"7209",43089,"20","Colorado Plateaus"
"7214",43090,"13","Central Basin and Range"
"7216",43091,"19","Wasatch and Uinta Mountains"
"7220",43093,"13","Central Basin and Range"
