"","siteId","ecoCode","ecoName"
"1",4762,"20","Colorado Plateaus"
"4",4763,"20","Colorado Plateaus"
"7",10031,"13","Central Basin and Range"
"8",8464,"20","Colorado Plateaus"
"11",5396,"20","Colorado Plateaus"
"14",5395,"20","Colorado Plateaus"
"26",10984,"13","Central Basin and Range"
"29",9573,"19","Wasatch and Uinta Mountains"
"35",4747,"13","Central Basin and Range"
"44",8463,"20","Colorado Plateaus"
"53",9575,"19","Wasatch and Uinta Mountains"
"56",9574,"19","Wasatch and Uinta Mountains"
"59",19956,"13","Central Basin and Range"
"62",21907,"20","Colorado Plateaus"
"65",23252,"13","Central Basin and Range"
"74",15674,"19","Wasatch and Uinta Mountains"
"80",14272,"20","Colorado Plateaus"
"82",23031,"19","Wasatch and Uinta Mountains"
"85",4522,"19","Wasatch and Uinta Mountains"
"86",14271,"20","Colorado Plateaus"
"102",4764,"20","Colorado Plateaus"
"105",20704,"19","Wasatch and Uinta Mountains"
"107",20705,"20","Colorado Plateaus"
"109",8200,"19","Wasatch and Uinta Mountains"
"111",12306,"19","Wasatch and Uinta Mountains"
"122",15675,"19","Wasatch and Uinta Mountains"
"140",23032,"19","Wasatch and Uinta Mountains"
"141",8616,"19","Wasatch and Uinta Mountains"
"142",8098,"20","Colorado Plateaus"
"144",4523,"20","Colorado Plateaus"
"145",4524,"20","Colorado Plateaus"
"146",4525,"20","Colorado Plateaus"
"147",12500,"20","Colorado Plateaus"
"148",12501,"20","Colorado Plateaus"
"149",12502,"20","Colorado Plateaus"
"150",4771,"20","Colorado Plateaus"
"151",4772,"20","Colorado Plateaus"
"152",4773,"20","Colorado Plateaus"
"153",4768,"20","Colorado Plateaus"
"154",4769,"20","Colorado Plateaus"
"155",4770,"20","Colorado Plateaus"
"156",4765,"20","Colorado Plateaus"
"157",4766,"20","Colorado Plateaus"
"158",4767,"20","Colorado Plateaus"
"165",5397,"19","Wasatch and Uinta Mountains"
"174",4746,"13","Central Basin and Range"
"177",4333,"13","Central Basin and Range"
"180",23253,"13","Central Basin and Range"
"183",18666,"20","Colorado Plateaus"
"186",15676,"19","Wasatch and Uinta Mountains"
"189",18610,"19","Wasatch and Uinta Mountains"
"192",18611,"19","Wasatch and Uinta Mountains"
"195",10171,"19","Wasatch and Uinta Mountains"
"199",10168,"19","Wasatch and Uinta Mountains"
"203",10174,"18","Wyoming Basin"
"211",10169,"19","Wasatch and Uinta Mountains"
"213",10173,"18","Wyoming Basin"
"245",10180,"18","Wyoming Basin"
"246",10181,"18","Wyoming Basin"
"247",10019,"18","Wyoming Basin"
"279",10165,"18","Wyoming Basin"
"280",10166,"18","Wyoming Basin"
"281",10167,"19","Wasatch and Uinta Mountains"
"400",10172,"19","Wasatch and Uinta Mountains"
"436",10175,"18","Wyoming Basin"
"448",8591,"19","Wasatch and Uinta Mountains"
"450",7272,"13","Central Basin and Range"
"451",18628,"19","Wasatch and Uinta Mountains"
"455",19220,"19","Wasatch and Uinta Mountains"
"459",28434,"19","Wasatch and Uinta Mountains"
"461",28435,"19","Wasatch and Uinta Mountains"
"463",22343,"19","Wasatch and Uinta Mountains"
"468",22331,"19","Wasatch and Uinta Mountains"
"469",22332,"19","Wasatch and Uinta Mountains"
"470",19937,"19","Wasatch and Uinta Mountains"
"471",11691,"19","Wasatch and Uinta Mountains"
"473",22333,"19","Wasatch and Uinta Mountains"
"474",10152,"19","Wasatch and Uinta Mountains"
"476",11712,"19","Wasatch and Uinta Mountains"
"478",20029,"19","Wasatch and Uinta Mountains"
"479",10574,"19","Wasatch and Uinta Mountains"
"480",10572,"19","Wasatch and Uinta Mountains"
"481",10570,"19","Wasatch and Uinta Mountains"
"482",11571,"19","Wasatch and Uinta Mountains"
"484",20809,"19","Wasatch and Uinta Mountains"
"485",19342,"19","Wasatch and Uinta Mountains"
"498",10177,"18","Wyoming Basin"
"500",19221,"19","Wasatch and Uinta Mountains"
"502",28403,"19","Wasatch and Uinta Mountains"
"552",10231,"20","Colorado Plateaus"
"553",10229,"20","Colorado Plateaus"
"554",10232,"20","Colorado Plateaus"
"555",9260,"20","Colorado Plateaus"
"556",9261,"20","Colorado Plateaus"
"575",7270,"20","Colorado Plateaus"
"576",5053,"19","Wasatch and Uinta Mountains"
"577",4798,"19","Wasatch and Uinta Mountains"
"578",5055,"19","Wasatch and Uinta Mountains"
"579",4829,"19","Wasatch and Uinta Mountains"
"580",5054,"19","Wasatch and Uinta Mountains"
"581",5051,"19","Wasatch and Uinta Mountains"
"582",4797,"19","Wasatch and Uinta Mountains"
"583",4799,"19","Wasatch and Uinta Mountains"
"584",23199,"19","Wasatch and Uinta Mountains"
"585",5847,"19","Wasatch and Uinta Mountains"
"586",9894,"19","Wasatch and Uinta Mountains"
"587",9893,"19","Wasatch and Uinta Mountains"
"588",9892,"19","Wasatch and Uinta Mountains"
"589",23057,"19","Wasatch and Uinta Mountains"
"590",29686,"19","Wasatch and Uinta Mountains"
"591",29685,"19","Wasatch and Uinta Mountains"
"592",29676,"19","Wasatch and Uinta Mountains"
"593",29664,"19","Wasatch and Uinta Mountains"
"594",11114,"19","Wasatch and Uinta Mountains"
"595",22840,"19","Wasatch and Uinta Mountains"
"596",4828,"19","Wasatch and Uinta Mountains"
"597",5050,"19","Wasatch and Uinta Mountains"
"598",5052,"19","Wasatch and Uinta Mountains"
"599",9891,"19","Wasatch and Uinta Mountains"
"600",8446,"19","Wasatch and Uinta Mountains"
"601",23019,"19","Wasatch and Uinta Mountains"
"602",11166,"19","Wasatch and Uinta Mountains"
"603",5409,"19","Wasatch and Uinta Mountains"
"605",4334,"13","Central Basin and Range"
"606",4335,"13","Central Basin and Range"
"608",4336,"13","Central Basin and Range"
"611",4748,"13","Central Basin and Range"
"612",5398,"20","Colorado Plateaus"
"616",10032,"13","Central Basin and Range"
"618",10985,"13","Central Basin and Range"
"622",15677,"19","Wasatch and Uinta Mountains"
"626",19957,"13","Central Basin and Range"
"627",19958,"13","Central Basin and Range"
"629",23128,"13","Central Basin and Range"
"630",23129,"13","Central Basin and Range"
"635",13800,"19","Wasatch and Uinta Mountains"
"636",13801,"19","Wasatch and Uinta Mountains"
"637",13802,"19","Wasatch and Uinta Mountains"
"638",13803,"19","Wasatch and Uinta Mountains"
"639",13804,"19","Wasatch and Uinta Mountains"
"640",20744,"19","Wasatch and Uinta Mountains"
"641",12046,"19","Wasatch and Uinta Mountains"
"642",12047,"19","Wasatch and Uinta Mountains"
"643",28515,"19","Wasatch and Uinta Mountains"
"644",28516,"19","Wasatch and Uinta Mountains"
"645",22315,"19","Wasatch and Uinta Mountains"
"646",13879,"19","Wasatch and Uinta Mountains"
"647",11631,"20","Colorado Plateaus"
"648",11632,"20","Colorado Plateaus"
"655",23612,"21","Southern Rockies"
"658",11436,"21","Southern Rockies"
"664",11437,"21","Southern Rockies"
"667",20748,"21","Southern Rockies"
"670",4527,"21","Southern Rockies"
"673",4528,"21","Southern Rockies"
"679",6098,"21","Southern Rockies"
"682",6099,"21","Southern Rockies"
"685",9874,"21","Southern Rockies"
"688",9875,"21","Southern Rockies"
"691",9873,"21","Southern Rockies"
"694",9877,"21","Southern Rockies"
"695",9876,"20","Colorado Plateaus"
"701",14393,"20","Colorado Plateaus"
"707",6068,"19","Wasatch and Uinta Mountains"
"710",6069,"19","Wasatch and Uinta Mountains"
"713",12389,"19","Wasatch and Uinta Mountains"
"715",12390,"19","Wasatch and Uinta Mountains"
"719",13864,"13","Central Basin and Range"
"721",13865,"19","Wasatch and Uinta Mountains"
"723",4751,"19","Wasatch and Uinta Mountains"
"725",4752,"19","Wasatch and Uinta Mountains"
"727",18613,"19","Wasatch and Uinta Mountains"
"729",12420,"19","Wasatch and Uinta Mountains"
"732",19159,"19","Wasatch and Uinta Mountains"
"735",8391,"19","Wasatch and Uinta Mountains"
"738",22889,"19","Wasatch and Uinta Mountains"
"741",28555,"19","Wasatch and Uinta Mountains"
"744",28556,"19","Wasatch and Uinta Mountains"
"747",4295,"19","Wasatch and Uinta Mountains"
"750",9768,"19","Wasatch and Uinta Mountains"
"753",8432,"19","Wasatch and Uinta Mountains"
"756",3981,"19","Wasatch and Uinta Mountains"
"759",20709,"19","Wasatch and Uinta Mountains"
"762",21868,"19","Wasatch and Uinta Mountains"
"765",4529,"19","Wasatch and Uinta Mountains"
"768",3786,"19","Wasatch and Uinta Mountains"
"771",23355,"19","Wasatch and Uinta Mountains"
"776",22959,"19","Wasatch and Uinta Mountains"
"781",20030,"19","Wasatch and Uinta Mountains"
"786",23717,"19","Wasatch and Uinta Mountains"
"791",842,"19","Wasatch and Uinta Mountains"
"792",29296,"19","Wasatch and Uinta Mountains"
"799",10299,"19","Wasatch and Uinta Mountains"
"800",10306,"20","Colorado Plateaus"
"801",10302,"20","Colorado Plateaus"
"802",10298,"19","Wasatch and Uinta Mountains"
"803",10305,"20","Colorado Plateaus"
"804",10294,"20","Colorado Plateaus"
"805",10304,"20","Colorado Plateaus"
"806",10291,"20","Colorado Plateaus"
"807",9270,"20","Colorado Plateaus"
"808",9271,"20","Colorado Plateaus"
"809",9272,"20","Colorado Plateaus"
"810",9273,"20","Colorado Plateaus"
"813",10252,"20","Colorado Plateaus"
"814",10253,"20","Colorado Plateaus"
"815",10260,"20","Colorado Plateaus"
"816",10251,"20","Colorado Plateaus"
"817",10255,"20","Colorado Plateaus"
"818",10262,"20","Colorado Plateaus"
"837",20076,"19","Wasatch and Uinta Mountains"
"838",20077,"19","Wasatch and Uinta Mountains"
"839",20078,"19","Wasatch and Uinta Mountains"
"840",11547,"19","Wasatch and Uinta Mountains"
"841",21913,"20","Colorado Plateaus"
"842",21912,"20","Colorado Plateaus"
"843",10995,"20","Colorado Plateaus"
"844",10996,"20","Colorado Plateaus"
"851",13805,"19","Wasatch and Uinta Mountains"
"854",20747,"19","Wasatch and Uinta Mountains"
"857",10978,"19","Wasatch and Uinta Mountains"
"860",12382,"19","Wasatch and Uinta Mountains"
"863",12383,"19","Wasatch and Uinta Mountains"
"866",12419,"19","Wasatch and Uinta Mountains"
"871",28517,"19","Wasatch and Uinta Mountains"
"874",13852,"13","Central Basin and Range"
"877",21843,"19","Wasatch and Uinta Mountains"
"878",13889,"19","Wasatch and Uinta Mountains"
"881",13890,"19","Wasatch and Uinta Mountains"
"884",23618,"19","Wasatch and Uinta Mountains"
"887",23619,"19","Wasatch and Uinta Mountains"
"890",12173,"19","Wasatch and Uinta Mountains"
"891",12174,"19","Wasatch and Uinta Mountains"
"892",12175,"19","Wasatch and Uinta Mountains"
"893",12177,"19","Wasatch and Uinta Mountains"
"897",19223,"19","Wasatch and Uinta Mountains"
"907",19224,"19","Wasatch and Uinta Mountains"
"917",19225,"19","Wasatch and Uinta Mountains"
"927",19226,"19","Wasatch and Uinta Mountains"
"937",18670,"19","Wasatch and Uinta Mountains"
"939",18594,"19","Wasatch and Uinta Mountains"
"941",11404,"19","Wasatch and Uinta Mountains"
"943",4476,"19","Wasatch and Uinta Mountains"
"945",10264,"20","Colorado Plateaus"
"946",10270,"20","Colorado Plateaus"
"947",10272,"20","Colorado Plateaus"
"948",10341,"20","Colorado Plateaus"
"949",10273,"20","Colorado Plateaus"
"950",10335,"20","Colorado Plateaus"
"951",10337,"20","Colorado Plateaus"
"952",10338,"20","Colorado Plateaus"
"953",10311,"20","Colorado Plateaus"
"954",10312,"20","Colorado Plateaus"
"955",10313,"20","Colorado Plateaus"
"956",10314,"20","Colorado Plateaus"
"958",10317,"20","Colorado Plateaus"
"959",10318,"20","Colorado Plateaus"
"960",10319,"20","Colorado Plateaus"
"961",10320,"19","Wasatch and Uinta Mountains"
"962",10321,"20","Colorado Plateaus"
"963",10322,"20","Colorado Plateaus"
"964",10323,"20","Colorado Plateaus"
"973",10234,"20","Colorado Plateaus"
"976",10343,"20","Colorado Plateaus"
"977",10344,"20","Colorado Plateaus"
"980",10267,"20","Colorado Plateaus"
"981",10353,"20","Colorado Plateaus"
"988",12559,"19","Wasatch and Uinta Mountains"
"991",11556,"13","Central Basin and Range"
"994",11561,"19","Wasatch and Uinta Mountains"
"997",11557,"19","Wasatch and Uinta Mountains"
"1000",11559,"19","Wasatch and Uinta Mountains"
"1002",11560,"19","Wasatch and Uinta Mountains"
"1003",11550,"13","Central Basin and Range"
"1006",11551,"19","Wasatch and Uinta Mountains"
"1009",11554,"19","Wasatch and Uinta Mountains"
"1015",11553,"19","Wasatch and Uinta Mountains"
"1018",11552,"19","Wasatch and Uinta Mountains"
"1024",10275,"20","Colorado Plateaus"
"1028",10357,"20","Colorado Plateaus"
"1029",10358,"20","Colorado Plateaus"
"1032",10259,"20","Colorado Plateaus"
"1038",10276,"20","Colorado Plateaus"
"1039",10277,"20","Colorado Plateaus"
"1040",10278,"20","Colorado Plateaus"
"1042",10279,"19","Wasatch and Uinta Mountains"
"1043",23648,"19","Wasatch and Uinta Mountains"
"1052",23647,"19","Wasatch and Uinta Mountains"
"1061",23643,"19","Wasatch and Uinta Mountains"
"1070",23644,"19","Wasatch and Uinta Mountains"
"1079",23680,"19","Wasatch and Uinta Mountains"
"1088",23646,"19","Wasatch and Uinta Mountains"
"1097",3071,"19","Wasatch and Uinta Mountains"
"1106",23645,"19","Wasatch and Uinta Mountains"
"1115",23642,"19","Wasatch and Uinta Mountains"
"1130",4532,"19","Wasatch and Uinta Mountains"
"1133",3792,"19","Wasatch and Uinta Mountains"
"1142",2789,"13","Central Basin and Range"
"1143",2827,"18","Wyoming Basin"
"1144",2794,"13","Central Basin and Range"
"1145",2817,"13","Central Basin and Range"
"1146",2820,"13","Central Basin and Range"
"1147",2965,"19","Wasatch and Uinta Mountains"
"1148",2874,"18","Wyoming Basin"
"1149",2977,"19","Wasatch and Uinta Mountains"
"1150",2882,"19","Wasatch and Uinta Mountains"
"1151",2822,"19","Wasatch and Uinta Mountains"
"1152",2967,"19","Wasatch and Uinta Mountains"
"1153",2961,"19","Wasatch and Uinta Mountains"
"1154",2814,"19","Wasatch and Uinta Mountains"
"1155",2796,"13","Central Basin and Range"
"1157",3219,"19","Wasatch and Uinta Mountains"
"1158",3630,"19","Wasatch and Uinta Mountains"
"1159",2930,"13","Central Basin and Range"
"1160",2878,"13","Central Basin and Range"
"1161",2934,"19","Wasatch and Uinta Mountains"
"1162",3215,"19","Wasatch and Uinta Mountains"
"1163",3628,"13","Central Basin and Range"
"1164",3629,"13","Central Basin and Range"
"1171",2970,"19","Wasatch and Uinta Mountains"
"1183",3436,"19","Wasatch and Uinta Mountains"
"1184",3435,"19","Wasatch and Uinta Mountains"
"1185",3427,"19","Wasatch and Uinta Mountains"
"1187",3486,"19","Wasatch and Uinta Mountains"
"1189",3510,"19","Wasatch and Uinta Mountains"
"1190",3523,"19","Wasatch and Uinta Mountains"
"1193",3451,"19","Wasatch and Uinta Mountains"
"1194",3507,"13","Central Basin and Range"
"1195",3461,"19","Wasatch and Uinta Mountains"
"1196",3476,"19","Wasatch and Uinta Mountains"
"1197",3493,"19","Wasatch and Uinta Mountains"
"1228",4597,"19","Wasatch and Uinta Mountains"
"1230",5157,"19","Wasatch and Uinta Mountains"
"1233",5158,"19","Wasatch and Uinta Mountains"
"1236",13863,"19","Wasatch and Uinta Mountains"
"1239",18710,"19","Wasatch and Uinta Mountains"
"1242",18711,"19","Wasatch and Uinta Mountains"
"1245",20364,"19","Wasatch and Uinta Mountains"
"1248",20365,"19","Wasatch and Uinta Mountains"
"1251",20366,"19","Wasatch and Uinta Mountains"
"1254",28734,"19","Wasatch and Uinta Mountains"
"1257",28735,"19","Wasatch and Uinta Mountains"
"1260",12056,"19","Wasatch and Uinta Mountains"
"1264",22958,"19","Wasatch and Uinta Mountains"
"1268",11957,"19","Wasatch and Uinta Mountains"
"1272",23731,"19","Wasatch and Uinta Mountains"
"1276",9442,"19","Wasatch and Uinta Mountains"
"1285",23732,"19","Wasatch and Uinta Mountains"
"1286",23733,"20","Colorado Plateaus"
"1287",23734,"20","Colorado Plateaus"
"1288",23735,"21","Southern Rockies"
"1289",23736,"20","Colorado Plateaus"
"1290",23737,"19","Wasatch and Uinta Mountains"
"1291",23738,"20","Colorado Plateaus"
"1292",23739,"19","Wasatch and Uinta Mountains"
"1293",23740,"13","Central Basin and Range"
"1294",23741,"19","Wasatch and Uinta Mountains"
"1295",23742,"19","Wasatch and Uinta Mountains"
"1296",23743,"13","Central Basin and Range"
"1297",23744,"19","Wasatch and Uinta Mountains"
"1298",23745,"19","Wasatch and Uinta Mountains"
"1299",23746,"19","Wasatch and Uinta Mountains"
"1300",23747,"20","Colorado Plateaus"
"1301",23748,"20","Colorado Plateaus"
"1302",23749,"19","Wasatch and Uinta Mountains"
"1303",23750,"19","Wasatch and Uinta Mountains"
"1304",23751,"19","Wasatch and Uinta Mountains"
"1305",23752,"19","Wasatch and Uinta Mountains"
"1306",23753,"20","Colorado Plateaus"
"1307",23754,"19","Wasatch and Uinta Mountains"
"1308",23755,"19","Wasatch and Uinta Mountains"
"1309",23756,"19","Wasatch and Uinta Mountains"
"1310",23757,"19","Wasatch and Uinta Mountains"
"1311",23758,"19","Wasatch and Uinta Mountains"
"1312",23759,"13","Central Basin and Range"
"1313",23761,"19","Wasatch and Uinta Mountains"
"1314",23762,"19","Wasatch and Uinta Mountains"
"1315",23763,"19","Wasatch and Uinta Mountains"
"1316",23764,"19","Wasatch and Uinta Mountains"
"1317",23765,"20","Colorado Plateaus"
"1325",10345,"20","Colorado Plateaus"
"1333",10235,"20","Colorado Plateaus"
"1335",10237,"20","Colorado Plateaus"
"1373",10580,"13","Central Basin and Range"
"1374",10899,"13","Central Basin and Range"
"1375",10898,"13","Central Basin and Range"
"1376",21751,"13","Central Basin and Range"
"1377",21750,"13","Central Basin and Range"
"1411",9263,"20","Colorado Plateaus"
"1412",9265,"20","Colorado Plateaus"
"1416",3467,"19","Wasatch and Uinta Mountains"
"1430",3446,"19","Wasatch and Uinta Mountains"
"1431",3391,"13","Central Basin and Range"
"1432",3464,"19","Wasatch and Uinta Mountains"
"1433",2804,"13","Central Basin and Range"
"1434",3390,"13","Central Basin and Range"
"1435",3392,"13","Central Basin and Range"
"1438",3224,"19","Wasatch and Uinta Mountains"
"1442",3459,"13","Central Basin and Range"
"1443",3442,"13","Central Basin and Range"
"1444",5152,"19","Wasatch and Uinta Mountains"
"1447",5107,"19","Wasatch and Uinta Mountains"
"1450",5160,"19","Wasatch and Uinta Mountains"
"1454",19219,"19","Wasatch and Uinta Mountains"
"1457",19999,"19","Wasatch and Uinta Mountains"
"1460",21772,"19","Wasatch and Uinta Mountains"
"1462",28546,"19","Wasatch and Uinta Mountains"
"1465",28547,"19","Wasatch and Uinta Mountains"
"1474",11905,"19","Wasatch and Uinta Mountains"
"1475",11906,"19","Wasatch and Uinta Mountains"
"1476",11907,"13","Central Basin and Range"
"1477",11908,"19","Wasatch and Uinta Mountains"
"1478",11909,"19","Wasatch and Uinta Mountains"
"1479",11910,"19","Wasatch and Uinta Mountains"
"1480",11911,"19","Wasatch and Uinta Mountains"
"1481",11912,"19","Wasatch and Uinta Mountains"
"1482",11913,"19","Wasatch and Uinta Mountains"
"1483",11914,"19","Wasatch and Uinta Mountains"
"1484",11915,"19","Wasatch and Uinta Mountains"
"1485",11916,"19","Wasatch and Uinta Mountains"
"1486",11917,"19","Wasatch and Uinta Mountains"
"1487",11919,"19","Wasatch and Uinta Mountains"
"1488",11920,"19","Wasatch and Uinta Mountains"
"1489",11921,"19","Wasatch and Uinta Mountains"
"1490",11922,"19","Wasatch and Uinta Mountains"
"1491",11923,"19","Wasatch and Uinta Mountains"
"1492",11924,"19","Wasatch and Uinta Mountains"
"1493",11925,"19","Wasatch and Uinta Mountains"
"1494",11926,"19","Wasatch and Uinta Mountains"
"1495",11927,"19","Wasatch and Uinta Mountains"
"1496",11929,"19","Wasatch and Uinta Mountains"
"1497",11930,"19","Wasatch and Uinta Mountains"
"1498",11931,"19","Wasatch and Uinta Mountains"
"1499",11932,"19","Wasatch and Uinta Mountains"
"1500",11933,"19","Wasatch and Uinta Mountains"
"1501",11934,"19","Wasatch and Uinta Mountains"
"1502",11935,"19","Wasatch and Uinta Mountains"
"1503",11936,"19","Wasatch and Uinta Mountains"
"1504",11937,"19","Wasatch and Uinta Mountains"
"1505",11938,"19","Wasatch and Uinta Mountains"
"1506",11939,"19","Wasatch and Uinta Mountains"
"1507",11940,"19","Wasatch and Uinta Mountains"
"1508",11941,"19","Wasatch and Uinta Mountains"
"1509",11942,"13","Central Basin and Range"
"1510",11944,"13","Central Basin and Range"
"1511",11945,"19","Wasatch and Uinta Mountains"
"1520",2940,"19","Wasatch and Uinta Mountains"
"1521",2945,"19","Wasatch and Uinta Mountains"
"1522",2941,"19","Wasatch and Uinta Mountains"
"1523",3278,"20","Colorado Plateaus"
"1524",3279,"20","Colorado Plateaus"
"1525",3270,"20","Colorado Plateaus"
"1526",3273,"20","Colorado Plateaus"
"1527",3307,"19","Wasatch and Uinta Mountains"
"1528",3300,"20","Colorado Plateaus"
"1529",3316,"20","Colorado Plateaus"
"1533",3220,"19","Wasatch and Uinta Mountains"
"1537",3257,"14","Mojave Basin and Range"
"1541",3052,"20","Colorado Plateaus"
"1542",3089,"19","Wasatch and Uinta Mountains"
"1543",3105,"20","Colorado Plateaus"
"1550",11174,"20","Colorado Plateaus"
"1553",11175,"20","Colorado Plateaus"
"1556",23024,"19","Wasatch and Uinta Mountains"
"1559",23025,"19","Wasatch and Uinta Mountains"
"1562",10485,"19","Wasatch and Uinta Mountains"
"1565",10486,"19","Wasatch and Uinta Mountains"
"1568",20455,"19","Wasatch and Uinta Mountains"
"1571",20456,"19","Wasatch and Uinta Mountains"
"1580",10190,"20","Colorado Plateaus"
"1581",10191,"20","Colorado Plateaus"
"1582",10193,"20","Colorado Plateaus"
"1583",10192,"20","Colorado Plateaus"
"1584",10195,"20","Colorado Plateaus"
"1585",10194,"20","Colorado Plateaus"
"1586",10197,"20","Colorado Plateaus"
"1587",10196,"20","Colorado Plateaus"
"1588",10198,"20","Colorado Plateaus"
"1589",10199,"20","Colorado Plateaus"
"1590",10201,"20","Colorado Plateaus"
"1591",10123,"20","Colorado Plateaus"
"1592",10127,"20","Colorado Plateaus"
"1593",10122,"20","Colorado Plateaus"
"1594",23664,"19","Wasatch and Uinta Mountains"
"1595",23666,"19","Wasatch and Uinta Mountains"
"1596",23667,"19","Wasatch and Uinta Mountains"
"1597",23668,"19","Wasatch and Uinta Mountains"
"1598",23669,"19","Wasatch and Uinta Mountains"
"1600",23674,"19","Wasatch and Uinta Mountains"
"1601",23676,"19","Wasatch and Uinta Mountains"
"1602",23677,"19","Wasatch and Uinta Mountains"
"1605",23670,"19","Wasatch and Uinta Mountains"
"1607",23671,"19","Wasatch and Uinta Mountains"
"1608",23665,"19","Wasatch and Uinta Mountains"
"1617",23673,"19","Wasatch and Uinta Mountains"
"1618",23675,"19","Wasatch and Uinta Mountains"
"1621",23672,"19","Wasatch and Uinta Mountains"
"1626",23678,"19","Wasatch and Uinta Mountains"
"1630",23679,"19","Wasatch and Uinta Mountains"
"1633",10079,"20","Colorado Plateaus"
"1634",10081,"20","Colorado Plateaus"
"1635",10087,"20","Colorado Plateaus"
"1636",10088,"20","Colorado Plateaus"
"1637",10092,"20","Colorado Plateaus"
"1638",10093,"20","Colorado Plateaus"
"1639",10095,"20","Colorado Plateaus"
"1640",10096,"20","Colorado Plateaus"
"1641",6136,"19","Wasatch and Uinta Mountains"
"1642",6137,"19","Wasatch and Uinta Mountains"
"1643",6139,"19","Wasatch and Uinta Mountains"
"1644",6140,"19","Wasatch and Uinta Mountains"
"1645",9489,"19","Wasatch and Uinta Mountains"
"1646",9490,"19","Wasatch and Uinta Mountains"
"1649",9491,"19","Wasatch and Uinta Mountains"
"1652",9492,"20","Colorado Plateaus"
"1653",9493,"19","Wasatch and Uinta Mountains"
"1654",9494,"19","Wasatch and Uinta Mountains"
"1655",9495,"19","Wasatch and Uinta Mountains"
"1658",9496,"19","Wasatch and Uinta Mountains"
"1661",9497,"19","Wasatch and Uinta Mountains"
"1664",9498,"19","Wasatch and Uinta Mountains"
"1667",9499,"19","Wasatch and Uinta Mountains"
"1670",9500,"19","Wasatch and Uinta Mountains"
"1673",9501,"19","Wasatch and Uinta Mountains"
"1676",9502,"19","Wasatch and Uinta Mountains"
"1679",9503,"19","Wasatch and Uinta Mountains"
"1682",9504,"19","Wasatch and Uinta Mountains"
"1685",9505,"19","Wasatch and Uinta Mountains"
"1688",9506,"19","Wasatch and Uinta Mountains"
"1691",9507,"19","Wasatch and Uinta Mountains"
"1694",9508,"19","Wasatch and Uinta Mountains"
"1697",9509,"19","Wasatch and Uinta Mountains"
"1700",23641,"19","Wasatch and Uinta Mountains"
"1702",23657,"19","Wasatch and Uinta Mountains"
"1703",23654,"19","Wasatch and Uinta Mountains"
"1704",23655,"19","Wasatch and Uinta Mountains"
"1705",23656,"19","Wasatch and Uinta Mountains"
"1707",23658,"19","Wasatch and Uinta Mountains"
"1715",23661,"19","Wasatch and Uinta Mountains"
"1716",23660,"19","Wasatch and Uinta Mountains"
"1717",23659,"19","Wasatch and Uinta Mountains"
"1718",23649,"20","Colorado Plateaus"
"1719",23650,"19","Wasatch and Uinta Mountains"
"1720",23662,"19","Wasatch and Uinta Mountains"
"1721",23663,"19","Wasatch and Uinta Mountains"
"1723",23651,"20","Colorado Plateaus"
"1725",23652,"20","Colorado Plateaus"
"1730",23653,"19","Wasatch and Uinta Mountains"
"1758",8381,"19","Wasatch and Uinta Mountains"
"1761",8382,"19","Wasatch and Uinta Mountains"
"1764",8925,"19","Wasatch and Uinta Mountains"
"1765",8928,"19","Wasatch and Uinta Mountains"
"1766",8919,"19","Wasatch and Uinta Mountains"
"1767",8927,"19","Wasatch and Uinta Mountains"
"1768",8917,"20","Colorado Plateaus"
"1769",8929,"19","Wasatch and Uinta Mountains"
"1770",8930,"19","Wasatch and Uinta Mountains"
"1771",8923,"19","Wasatch and Uinta Mountains"
"1772",8920,"19","Wasatch and Uinta Mountains"
"1773",8926,"19","Wasatch and Uinta Mountains"
"1774",8921,"19","Wasatch and Uinta Mountains"
"1775",8922,"19","Wasatch and Uinta Mountains"
"1776",8918,"19","Wasatch and Uinta Mountains"
"1777",8924,"19","Wasatch and Uinta Mountains"
"1778",8867,"19","Wasatch and Uinta Mountains"
"1779",8869,"19","Wasatch and Uinta Mountains"
"1780",8866,"20","Colorado Plateaus"
"1781",8868,"20","Colorado Plateaus"
"1782",8871,"20","Colorado Plateaus"
"1783",8870,"19","Wasatch and Uinta Mountains"
"1784",8872,"19","Wasatch and Uinta Mountains"
"1785",8873,"21","Southern Rockies"
"1786",8874,"20","Colorado Plateaus"
"1787",8875,"19","Wasatch and Uinta Mountains"
"1788",8876,"19","Wasatch and Uinta Mountains"
"1789",8877,"19","Wasatch and Uinta Mountains"
"1790",8931,"13","Central Basin and Range"
"1791",8932,"19","Wasatch and Uinta Mountains"
"1795",6144,"19","Wasatch and Uinta Mountains"
"1796",6145,"19","Wasatch and Uinta Mountains"
"1797",6146,"19","Wasatch and Uinta Mountains"
"1798",26433,"14","Mojave Basin and Range"
"1799",26434,"14","Mojave Basin and Range"
"1800",26435,"14","Mojave Basin and Range"
"1801",4512,"13","Central Basin and Range"
"1802",4513,"13","Central Basin and Range"
"1803",4490,"19","Wasatch and Uinta Mountains"
"1804",6065,"19","Wasatch and Uinta Mountains"
"1805",6066,"19","Wasatch and Uinta Mountains"
"1823",10348,"20","Colorado Plateaus"
"1824",10360,"20","Colorado Plateaus"
"1825",10243,"20","Colorado Plateaus"
"1826",10368,"20","Colorado Plateaus"
"1827",10369,"20","Colorado Plateaus"
"1828",10374,"20","Colorado Plateaus"
"1829",10375,"20","Colorado Plateaus"
